GeneID	KEGG	KO	description	pathways	UniProt
AT2G17265	ath:AT2G17265	K00872	homoserine kinase [EC:2.7.1.39]	{'ath00260': 'Glycine, serine and threonine metabolism', 'ath01110': 'Biosynthesis of secondary metabolites', 'ath01100': 'Metabolic pathways', 'ath01230': 'Biosynthesis of amino acids'}	Q8L7R2
AT5G61760	ath:AT5G61760	K00915	inositol-polyphosphate multikinase [EC:2.7.1.140 2.7.1.151]	{'ath04070': 'Phosphatidylinositol signaling system', 'ath01100': 'Metabolic pathways', 'ath00562': 'Inositol phosphate metabolism'}	Q9FLT2
AT5G01160	ath:AT5G01160	K15685	E3 ubiquitin-protein ligase Hakai [EC:2.3.2.27]	(--,--)	Q9LFC0
AT5G41810	ath:AT5G41810	No_KO	--	(--,--)	F4JZY4
AT2G31320	ath:AT2G31320	K10798	poly [ADP-ribose] polymerase [EC:2.4.2.30]	{'ath03410': 'Base excision repair'}	Q9ZP54
AT4G23590	ath:AT4G23590	K00815	tyrosine aminotransferase [EC:2.6.1.5]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath01230': 'Biosynthesis of amino acids', 'ath00960': 'Tropane, piperidine and pyridine alkaloid biosynthesis', 'ath00360': 'Phenylalanine metabolism', 'ath00270': 'Cysteine and methionine metabolism', 'ath00350': 'Tyrosine metabolism', 'ath00130': 'Ubiquinone and other terpenoid-quinone biosynthesis', 'ath00950': 'Isoquinoline alkaloid biosynthesis', 'ath00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'ath01100': 'Metabolic pathways'}	Q8VYP2
AT3G04290	ath:AT3G04290	No_KO	--	(--,--)	Q9M8Y5
AT1G23760	ath:AT1G23760	No_KO	--	(--,--)	P92982
AT5G52420	ath:AT5G52420	No_KO	--	(--,--)	Q9FHB8
AT1G04420	ath:AT1G04420	No_KO	--	(--,--)	Q8VZ23
AT1G22150	ath:AT1G22150	K17470	sulfate transporter 1, high-affinity	(--,--)	Q9FEP7
AT3G44090	ath:AT3G44090	No_KO	--	(--,--)	Q9LXQ3
AT1G59675	ath:AT1G59675	No_KO	--	(--,--)	Q9LQ47
AT1G36160	ath:AT1G36160	K11262	acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath01212': 'Fatty acid metabolism', 'ath00061': 'Fatty acid biosynthesis', 'ath00620': 'Pyruvate metabolism', 'ath00640': 'Propanoate metabolism', 'ath01100': 'Metabolic pathways'}	Q38970
AT1G68670	ath:AT1G68670	No_KO	--	(--,--)	Q8VZS3
AT1G12900	ath:AT1G12900	K05298	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC:1.2.1.13]	{'ath00710': 'Carbon fixation in photosynthetic organisms', 'ath01200': 'Carbon metabolism', 'ath01100': 'Metabolic pathways'}	Q9LPW0
AT1G03290	ath:AT1G03290	No_KO	--	(--,--)	Q9ZVT0
AT4G06670	No_KEGG	--	--	(--,--)	--
AT1G75770	ath:AT1G75770	No_KO	--	(--,--)	Q94A92
AT5G24950	ath:AT5G24950	No_KO	--	(--,--)	P58046
AT1G30150	No_KEGG	--	--	(--,--)	--
AT5G48280	ath:AT5G48280	No_KO	--	(--,--)	Q9FGW2
AT1G75230	ath:AT1G75230	K01247	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	{'ath03410': 'Base excision repair'}	Q9C5J2
AT1G51540	ath:AT1G51540	No_KO	--	(--,--)	Q84VX7
AT1G63000	ath:AT1G63000	K12451	3,5-epimerase/4-reductase [EC:5.1.3.- 1.1.1.-]	{'ath00520': 'Amino sugar and nucleotide sugar metabolism'}	Q9LQ04
AT3G19870	ath:AT3G19870	K19022	AP-5 complex subunit beta-1	(--,--)	Q9LT22
AT4G22560	ath:AT4G22560	No_KO	--	(--,--)	Q9SUW3
AT5G15900	ath:AT5G15900	No_KO	--	(--,--)	Q9LFT0
AT1G54340	ath:AT1G54340	K00031	isocitrate dehydrogenase [EC:1.1.1.42]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00480': 'Glutathione metabolism', 'ath01200': 'Carbon metabolism', 'ath01230': 'Biosynthesis of amino acids', 'ath00020': 'Citrate cycle (TCA cycle)', 'ath04146': 'Peroxisome', 'ath01210': '2-Oxocarboxylic acid metabolism', 'ath01100': 'Metabolic pathways'}	Q9SLK0
AT1G09932	ath:AT1G09932	No_KO	--	(--,--)	A8MQJ6
AT3G24542	ath:AT3G24542	No_KO	--	(--,--)	F4J7P5
AT1G30540	ath:AT1G30540	No_KO	--	(--,--)	C0Z394
AT1G23890	ath:AT1G23890	No_KO	--	(--,--)	Q945M3
AT1G21240	ath:AT1G21240	No_KO	--	(--,--)	Q9LMN8
AT1G11150	No_KEGG	--	--	(--,--)	--
AT1G78300	ath:AT1G78300	K06630	14-3-3 protein epsilon	(--,--)	Q01525
AT3G24780	ath:AT3G24780	No_KO	--	(--,--)	Q1PEM2
AT3G59430	ath:AT3G59430	No_KO	--	(--,--)	Q9LX28
AT2G30440	ath:AT2G30440	K03100	signal peptidase I [EC:3.4.21.89]	{'ath03060': 'Protein export'}	O04348
AT5G52630	ath:AT5G52630	No_KO	--	(--,--)	Q9LTF4
AT1G58808	ath:AT1G58808	No_KO	--	(--,--)	--
AT1G10130	ath:AT1G10130	K01537	Ca2+-transporting ATPase [EC:3.6.3.8]	(--,--)	Q9SY55
AT2G07599	ath:AT2G07599	No_KO	--	(--,--)	F4IMB1
AT1G02730	ath:AT1G02730	K00770	1,4-beta-D-xylan synthase [EC:2.4.2.24]	{'ath00520': 'Amino sugar and nucleotide sugar metabolism', 'ath01100': 'Metabolic pathways'}	Q9SRW9
AT4G16760	ath:AT4G16760	K00232	acyl-CoA oxidase [EC:1.3.3.6]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath01212': 'Fatty acid metabolism', 'ath01040': 'Biosynthesis of unsaturated fatty acids', 'ath04146': 'Peroxisome', 'ath00071': 'Fatty acid degradation', 'ath00592': 'alpha-Linolenic acid metabolism', 'ath01100': 'Metabolic pathways'}	O65202
AT1G48710	No_KEGG	--	--	(--,--)	--
AT1G06923	ath:AT1G06923	No_KO	--	(--,--)	Q1G3W7
AT5G44160	ath:AT5G44160	No_KO	--	(--,--)	Q9FFH3
AT5G52900	ath:AT5G52900	No_KO	--	(--,--)	Q84JK8
AT1G43886	No_KEGG	--	--	(--,--)	--
AT4G29040	ath:AT4G29040	K03062	26S proteasome regulatory subunit T2	{'ath03050': 'Proteasome'}	Q9SZD4
AT1G52695	ath:AT1G52695	No_KO	--	(--,--)	Q8GY12
AT5G19110	ath:AT5G19110	No_KO	--	(--,--)	A0A1P8BDM1
AT1G42130	No_KEGG	--	--	(--,--)	--
AT2G06900	No_KEGG	--	--	(--,--)	--
AT2G31080	No_KEGG	--	--	(--,--)	--
AT2G19850	ath:AT2G19850	No_KO	--	(--,--)	F4ITH6
AT3G32962	No_KEGG	--	--	(--,--)	--
AT3G54730	ath:AT3G54730	No_KO	--	(--,--)	P0DKG2
AT4G21190	ath:AT4G21190	No_KO	--	(--,--)	Q8LG95
AT2G17115	No_KEGG	--	--	(--,--)	--
AT4G01730	ath:AT4G01730	K20027	palmitoyltransferase ZDHHC1/11 [EC:2.3.1.225]	(--,--)	Q9M115
AT5G12040	ath:AT5G12040	K13566	omega-amidase [EC:3.5.1.3]	{'ath00250': 'Alanine, aspartate and glutamate metabolism'}	Q8RUF8
AT2G08986	ath:AT2G08986	No_KO	--	(--,--)	F4ING4
AT1G38870	No_KEGG	--	--	(--,--)	--
AT1G38790	ath:AT1G38790	No_KO	--	(--,--)	F4I6H2
AT2G10600	No_KEGG	--	--	(--,--)	--
AT4G06700	No_KEGG	--	--	(--,--)	--
AT2G10175	No_KEGG	--	--	(--,--)	--
AT3G42434	No_KEGG	--	--	(--,--)	--
AT4G10440	ath:AT4G10440	No_KO	--	(--,--)	Q9SZX8
AT5G66170	ath:AT5G66170	No_KO	--	(--,--)	Q9FKW8
AT1G66830	ath:AT1G66830	No_KO	--	(--,--)	Q9C9N5
AT5G52260	ath:AT5G52260	K09422	transcription factor MYB, plant	(--,--)	Q9LTJ5
AT1G79130	ath:AT1G79130	K14488	SAUR family protein	{'ath04075': 'Plant hormone signal transduction'}	O64538
AT1G46120	No_KEGG	--	--	(--,--)	--
AT1G66320	ath:AT1G66320	No_KO	--	(--,--)	Q9C8Y5
AT2G25050	ath:AT2G25050	No_KO	--	(--,--)	Q9SK28
AT3G17690	ath:AT3G17690	K05391	cyclic nucleotide gated channel, plant	{'ath04626': 'Plant-pathogen interaction'}	Q9LDR2
AT3G05415	No_KEGG	--	--	(--,--)	--
AT3G32400	ath:AT3G32400	No_KO	--	(--,--)	Q9LH02
AT5G58380	ath:AT5G58380	No_KO	--	(--,--)	Q9C562
AT5G08470	ath:AT5G08470	K13338	peroxin-1	{'ath04146': 'Peroxisome'}	Q9FNP1
AT2G41040	ath:AT2G41040	No_KO	--	(--,--)	Q0WPT7
AT3G10840	ath:AT3G10840	No_KO	--	(--,--)	Q9SG90
AT1G11410	ath:AT1G11410	No_KO	--	(--,--)	Q9LPZ3
AT1G65270	ath:AT1G65270	No_KO	--	(--,--)	O80798
AT1G63750	ath:AT1G63750	No_KO	--	(--,--)	F4I3Q8
AT3G47120	ath:AT3G47120	K13107	RNA-binding motif protein, X-linked 2	(--,--)	Q9SD61
AT4G01520	ath:AT4G01520	No_KO	--	(--,--)	O82593
AT4G01540	ath:AT4G01540	No_KO	--	(--,--)	A8MQY1
AT4G01550	ath:AT4G01550	No_KO	--	(--,--)	Q9M126
AT4G08120	No_KEGG	--	--	(--,--)	--
AT2G29570	ath:AT2G29570	K04802	proliferating cell nuclear antigen	{'ath03410': 'Base excision repair', 'ath03030': 'DNA replication', 'ath03420': 'Nucleotide excision repair', 'ath03430': 'Mismatch repair'}	Q9ZW35
AT5G45940	ath:AT5G45940	No_KO	--	(--,--)	Q8LET2
AT5G04540	ath:AT5G04540	K18081	myotubularin-related protein 1/2 [EC:3.1.3.64 3.1.3.95]	{'ath04070': 'Phosphatidylinositol signaling system', 'ath01100': 'Metabolic pathways', 'ath00562': 'Inositol phosphate metabolism'}	F4JWB3
AT3G42800	ath:AT3G42800	No_KO	--	(--,--)	Q9M2B3
AT3G30780	No_KEGG	--	--	(--,--)	--
AT4G27450	ath:AT4G27450	No_KO	--	(--,--)	Q93V62
AT1G63520	ath:AT1G63520	No_KO	--	(--,--)	Q9SH36
AT1G66090	ath:AT1G66090	No_KO	--	(--,--)	Q9C515
AT2G30870	ath:AT2G30870	K00799	glutathione S-transferase [EC:2.5.1.18]	{'ath00480': 'Glutathione metabolism'}	P42761
AT5G64500	ath:AT5G64500	No_KO	--	(--,--)	Q9FLG8
AT1G74450	ath:AT1G74450	No_KO	--	(--,--)	Q9CA69
AT2G28080	ath:AT2G28080	No_KO	--	(--,--)	Q9ZUV0
AT3G58810	ath:AT3G58810	K14689	solute carrier family 30 (zinc transporter), member 2	(--,--)	Q9LXS1
AT1G10950	ath:AT1G10950	K17087	transmembrane 9 superfamily member 3	(--,--)	Q940G0
AT1G70895	ath:AT1G70895	No_KO	--	(--,--)	Q8L9H6
AT4G07518	No_KEGG	--	--	(--,--)	--
AT5G48520	ath:AT5G48520	K16586	HAUS augmin-like complex subunit 3	(--,--)	Q0WQE7
AT2G20110	ath:AT2G20110	No_KO	--	(--,--)	Q9SL70
AT5G19172	ath:AT5G19172	No_KO	--	(--,--)	Q2V366
AT1G12380	ath:AT1G12380	No_KO	--	(--,--)	A0A178W786
AT4G21430	ath:AT4G21430	K15601	lysine-specific demethylase 3 [EC:1.14.11.-]	(--,--)	Q8H1S7
AT4G17565	ath:AT4G17565	No_KO	--	(--,--)	Q3EA00
AT1G54370	ath:AT1G54370	K14724	solute carrier family 9 (sodium/hydrogen exchanger), member 8	(--,--)	Q8S396
AT5G60800	ath:AT5G60800	No_KO	--	(--,--)	Q9FJH5
AT2G18520	ath:AT2G18520	No_KO	--	(--,--)	Q9ZU67
AT2G26455	No_KEGG	--	--	(--,--)	--
AT2G03100	No_KEGG	--	--	(--,--)	--
AT4G05133	No_KEGG	--	--	(--,--)	--
AT1G30810	ath:AT1G30810	K11446	histone demethylase JARID1 [EC:1.14.11.-]	(--,--)	F4I6G4
AT1G52370	ath:AT1G52370	K02890	large subunit ribosomal protein L22	{'ath03010': 'Ribosome'}	Q56W16
AT5G09660	ath:AT5G09660	K00026	malate dehydrogenase [EC:1.1.1.37]	{'ath00630': 'Glyoxylate and dicarboxylate metabolism', 'ath01110': 'Biosynthesis of secondary metabolites', 'ath01200': 'Carbon metabolism', 'ath00710': 'Carbon fixation in photosynthetic organisms', 'ath00620': 'Pyruvate metabolism', 'ath00270': 'Cysteine and methionine metabolism', 'ath00020': 'Citrate cycle (TCA cycle)', 'ath01100': 'Metabolic pathways'}	Q9ZP05
AT4G00700	ath:AT4G00700	No_KO	--	(--,--)	Q8RXU9
AT1G74910	ath:AT1G74910	K00966	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00520': 'Amino sugar and nucleotide sugar metabolism', 'ath01100': 'Metabolic pathways', 'ath00051': 'Fructose and mannose metabolism'}	Q9C9P3
AT2G44830	ath:AT2G44830	No_KO	--	(--,--)	F4IV25
AT3G14090	ath:AT3G14090	K07195	exocyst complex component 7	(--,--)	Q9LJH9
AT5G65750	ath:AT5G65750	K00164	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00380': 'Tryptophan metabolism', 'ath00020': 'Citrate cycle (TCA cycle)', 'ath00310': 'Lysine degradation', 'ath01200': 'Carbon metabolism', 'ath01100': 'Metabolic pathways'}	Q9FLH2
AT5G66350	ath:AT5G66350	No_KO	--	(--,--)	Q9XGX0
AT3G50080	ath:AT3G50080	No_KO	--	(--,--)	Q9SN10
AT4G02010	ath:AT4G02010	No_KO	--	(--,--)	Q8L7V7
AT3G16740	ath:AT3G16740	No_KO	--	(--,--)	Q9LUQ9
AT4G11830	ath:AT4G11830	K01115	phospholipase D1/2 [EC:3.1.4.4]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00564': 'Glycerophospholipid metabolism', 'ath00565': 'Ether lipid metabolism', 'ath04144': 'Endocytosis', 'ath01100': 'Metabolic pathways'}	Q9T051
AT1G02620	ath:AT1G02620	K07953	GTP-binding protein SAR1 [EC:3.6.5.-]	{'ath04141': 'Protein processing in endoplasmic reticulum'}	Q3E6Q3
AT5G41220	ath:AT5G41220	K00799	glutathione S-transferase [EC:2.5.1.18]	{'ath00480': 'Glutathione metabolism'}	Q9FHE1
AT5G41240	ath:AT5G41240	K00799	glutathione S-transferase [EC:2.5.1.18]	{'ath00480': 'Glutathione metabolism'}	Q8L727
AT5G63130	ath:AT5G63130	No_KO	--	(--,--)	Q9FML0
AT1G40470	No_KEGG	--	--	(--,--)	--
AT4G16990	ath:AT4G16990	No_KO	--	(--,--)	Q9FT77
AT3G24170	ath:AT3G24170	K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	{'ath00480': 'Glutathione metabolism'}	P48641
AT1G12850	ath:AT1G12850	No_KO	--	(--,--)	Q94BZ6
AT5G01760	ath:AT5G01760	No_KO	--	(--,--)	F4KAU9
AT4G31880	ath:AT4G31880	No_KO	--	(--,--)	F4JTF2
AT3G09140	ath:AT3G09140	No_KO	--	(--,--)	F4IYN1
AT1G13330	ath:AT1G13330	No_KO	--	(--,--)	Q9FX64
AT1G40097	No_KEGG	--	--	(--,--)	--
AT1G71020	ath:AT1G71020	No_KO	--	(--,--)	Q9C9A6
AT1G20550	ath:AT1G20550	No_KO	--	(--,--)	F4HSU3
AT3G32914	No_KEGG	--	--	(--,--)	--
AT3G53930	ath:AT3G53930	K08269	serine/threonine-protein kinase ULK2 [EC:2.7.11.1]	{'ath04136': 'Autophagy - other'}	F4JBP3
AT3G19050	ath:AT3G19050	K10400	kinesin family member 15	(--,--)	Q27IK6
AT1G80280	ath:AT1G80280	No_KO	--	(--,--)	Q9C976
AT2G27350	ath:AT2G27350	K12655	OTU domain-containing protein 5 [EC:3.4.19.12]	(--,--)	F4IFS7
AT1G67481	ath:AT1G67481	No_KO	--	(--,--)	--
AT2G33710	ath:AT2G33710	No_KO	--	(--,--)	P93007
AT1G10050	ath:AT1G10050	No_KO	--	(--,--)	O80596
AT2G38750	ath:AT2G38750	K17098	annexin D	(--,--)	Q9ZVJ6
AT3G12040	ath:AT3G12040	K03652	DNA-3-methyladenine glycosylase [EC:3.2.2.21]	{'ath03410': 'Base excision repair'}	Q39147
AT1G35270	No_KEGG	--	--	(--,--)	--
AT3G13340	ath:AT3G13340	No_KO	--	(--,--)	Q94AB4
AT3G16710	ath:AT3G16710	No_KO	--	(--,--)	Q9LUR2
AT5G44530	ath:AT5G44530	No_KO	--	(--,--)	Q9FI12
AT1G42290	No_KEGG	--	--	(--,--)	--
AT3G25495	No_KEGG	--	--	(--,--)	--
AT4G29180	ath:AT4G29180	No_KO	--	(--,--)	C0LGR6
AT4G29450	ath:AT4G29450	No_KO	--	(--,--)	Q9M0D8
AT4G08050	No_KEGG	--	--	(--,--)	--
AT4G34510	ath:AT4G34510	K15397	3-ketoacyl-CoA synthase [EC:2.3.1.199]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00062': 'Fatty acid elongation'}	O65677
AT5G46780	ath:AT5G46780	No_KO	--	(--,--)	Q9FIP7
AT5G03280	ath:AT5G03280	K14513	ethylene-insensitive protein 2	{'ath04075': 'Plant hormone signal transduction', 'ath04016': 'MAPK signaling pathway - plant'}	Q9S814
AT1G59124	ath:AT1G59124	No_KO	--	(--,--)	F4IBE4
AT1G04295	ath:AT1G04295	No_KO	--	(--,--)	--
AT1G58807	ath:AT1G58807	No_KO	--	(--,--)	F4IBE4
AT3G15000	ath:AT3G15000	No_KO	--	(--,--)	Q9LKA5
AT4G27440	ath:AT4G27440	K00218	protochlorophyllide reductase [EC:1.3.1.33]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00860': 'Porphyrin and chlorophyll metabolism', 'ath01100': 'Metabolic pathways'}	P21218
AT5G57880	ath:AT5G57880	No_KO	--	(--,--)	F4KDF5
AT3G07610	ath:AT3G07610	K15601	lysine-specific demethylase 3 [EC:1.14.11.-]	(--,--)	Q9SSE9
AT1G12130	ath:AT1G12130	No_KO	--	(--,--)	Q9FWW3
AT1G69526	ath:AT1G69526	No_KO	--	(--,--)	A0A178WES3
AT3G08040	ath:AT3G08040	No_KO	--	(--,--)	Q9SFB0
AT3G09630	ath:AT3G09630	K02930	large subunit ribosomal protein L4e	{'ath03010': 'Ribosome'}	Q9SF40
AT3G03720	ath:AT3G03720	No_KO	--	(--,--)	Q8W4K3
AT1G31370	ath:AT1G31370	No_KO	--	(--,--)	Q9C872
AT2G44450	ath:AT2G44450	K01188	beta-glucosidase [EC:3.2.1.21]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00460': 'Cyanoamino acid metabolism', 'ath00500': 'Starch and sucrose metabolism', 'ath01100': 'Metabolic pathways', 'ath00940': 'Phenylpropanoid biosynthesis'}	O64879
AT2G06400	No_KEGG	--	--	(--,--)	--
AT4G27940	ath:AT4G27940	K15119	solute carrier family 25, member 39/40	(--,--)	Q944H5
AT1G35146	No_KEGG	--	--	(--,--)	--
AT3G51870	ath:AT3G51870	K14684	solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41	(--,--)	O65023
AT3G24400	No_KEGG	--	--	(--,--)	--
AT1G67460	ath:AT1G67460	No_KO	--	(--,--)	F4HTL8
AT5G26240	ath:AT5G26240	K05016	chloride channel 7	(--,--)	P92943
AT1G80560	ath:AT1G80560	K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath01100': 'Metabolic pathways', 'ath01230': 'Biosynthesis of amino acids', 'ath00660': 'C5-Branched dibasic acid metabolism', 'ath01210': '2-Oxocarboxylic acid metabolism', 'ath00290': 'Valine, leucine and isoleucine biosynthesis'}	P93832
AT3G51830	ath:AT3G51830	K21797	phosphatidylinositol 4-phosphatase [EC:3.1.3.-]	{'ath04070': 'Phosphatidylinositol signaling system', 'ath01100': 'Metabolic pathways', 'ath00562': 'Inositol phosphate metabolism'}	Q96328
AT5G66400	ath:AT5G66400	No_KO	--	(--,--)	P30185
AT5G36150	ath:AT5G36150	K16205	tirucalladienol synthase [EC:5.4.99.56]	{'ath00909': 'Sesquiterpenoid and triterpenoid biosynthesis'}	Q9LVY2
AT4G14180	ath:AT4G14180	No_KO	--	(--,--)	O23277
AT5G39900	ath:AT5G39900	K21594	translation factor GUF1, mitochondrial [EC:3.6.5.-]	(--,--)	Q9FLE4
AT1G21960	ath:AT1G21960	No_KO	--	(--,--)	Q9SFD9
AT4G25960	ath:AT4G25960	K05658	ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:3.6.3.44]	{'ath02010': 'ABC transporters'}	Q8LPK2
AT5G47040	ath:AT5G47040	K01338	ATP-dependent Lon protease [EC:3.4.21.53]	(--,--)	O64948
AT3G05430	ath:AT3G05430	K17398	DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]	{'ath00270': 'Cysteine and methionine metabolism', 'ath01100': 'Metabolic pathways'}	A0A1I9LQQ5
AT3G57660	ath:AT3G57660	K02999	DNA-directed RNA polymerase I subunit RPA1 [EC:2.7.7.6]	{'ath00230': 'Purine metabolism', 'ath03020': 'RNA polymerase', 'ath00240': 'Pyrimidine metabolism', 'ath01100': 'Metabolic pathways'}	Q9SVY0
AT1G53020	No_KEGG	--	--	(--,--)	--
AT1G53025	ath:AT1G53025	K10581	ubiquitin-conjugating enzyme E2 O [EC:2.3.2.24]	{'ath04120': 'Ubiquitin mediated proteolysis'}	Q8GY87
AT3G14460	ath:AT3G14460	No_KO	--	(--,--)	Q9LRR5
AT4G01883	ath:AT4G01883	No_KO	--	(--,--)	Q1G3L2
AT1G56500	ath:AT1G56500	No_KO	--	(--,--)	Q8VZ10
AT2G03350	ath:AT2G03350	No_KO	--	(--,--)	Q9ZQ71
AT3G51040	ath:AT3G51040	K20726	transmembrane protein 222	{'ath04016': 'MAPK signaling pathway - plant'}	Q9SD42
AT4G38960	ath:AT4G38960	No_KO	--	(--,--)	C0SVM5
AT4G10540	ath:AT4G10540	No_KO	--	(--,--)	Q9SZY3
AT5G55820	ath:AT5G55820	No_KO	--	(--,--)	A0A1P8BE82
AT2G47090	ath:AT2G47090	No_KO	--	(--,--)	F4IK68
AT2G11180	No_KEGG	--	--	(--,--)	--
AT3G61780	ath:AT3G61780	No_KO	--	(--,--)	Q9M360
AT5G28400	ath:AT5G28400	No_KO	--	(--,--)	F4K740
AT5G28320	ath:AT5G28320	No_KO	--	(--,--)	F4K733
AT1G35870	No_KEGG	--	--	(--,--)	--
AT3G62730	ath:AT3G62730	No_KO	--	(--,--)	A0A1I9LR66
AT1G42377	No_KEGG	--	--	(--,--)	--
AT1G21600	ath:AT1G21600	No_KO	--	(--,--)	Q9XI19
AT1G73880	ath:AT1G73880	No_KO	--	(--,--)	Q9C9B0
AT2G10260	ath:AT2G10260	No_KO	--	(--,--)	F4IPG3
AT3G32360	No_KEGG	--	--	(--,--)	--
AT3G24110	ath:AT3G24110	K13448	calcium-binding protein CML	{'ath04626': 'Plant-pathogen interaction'}	Q9LRN6
AT4G03710	No_KEGG	--	--	(--,--)	--
AT2G16500	ath:AT2G16500	K01583	arginine decarboxylase [EC:4.1.1.19]	{'ath00330': 'Arginine and proline metabolism', 'ath01100': 'Metabolic pathways'}	Q9SI64
AT3G16030	ath:AT3G16030	No_KO	--	(--,--)	Q9LW83
AT2G03820	ath:AT2G03820	K07562	nonsense-mediated mRNA decay protein 3	{'ath03008': 'Ribosome biogenesis in eukaryotes', 'ath03013': 'RNA transport'}	Q9SI58
AT1G09810	ath:AT1G09810	No_KO	--	(--,--)	A1L4X2
AT4G23910	ath:AT4G23910	No_KO	--	(--,--)	Q9T0A6
AT5G63750	ath:AT5G63750	K11968	ariadne-1 [EC:2.3.2.31]	(--,--)	Q9FFN9
AT1G01930	ath:AT1G01930	No_KO	--	(--,--)	Q9LPC8
AT5G03320	ath:AT5G03320	No_KO	--	(--,--)	Q9LZF8
AT1G32770	ath:AT1G32770	No_KO	--	(--,--)	Q9LPI7
AT1G47650	No_KEGG	--	--	(--,--)	--
AT2G01430	ath:AT2G01430	K09338	homeobox-leucine zipper protein	(--,--)	Q8S9N6
AT3G15290	ath:AT3G15290	K00074	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	{'ath00360': 'Phenylalanine metabolism', 'ath01100': 'Metabolic pathways', 'ath00650': 'Butanoate metabolism'}	A0A1I9LST4
AT4G17950	ath:AT4G17950	No_KO	--	(--,--)	Q940I0
AT5G01030	ath:AT5G01030	No_KO	--	(--,--)	Q9LFD3
AT5G18460	ath:AT5G18460	No_KO	--	(--,--)	Q8LFH3
AT3G55350	ath:AT3G55350	No_KO	--	(--,--)	Q9M2U3
AT5G41580	ath:AT5G41580	K04706	E3 SUMO-protein ligase PIAS1	{'ath04120': 'Ubiquitin mediated proteolysis'}	F4JYG0
AT4G32700	ath:AT4G32700	K02349	DNA polymerase theta [EC:2.7.7.7]	(--,--)	Q588V7
AT3G31905	No_KEGG	--	--	(--,--)	--
AT3G25410	ath:AT3G25410	No_KO	--	(--,--)	Q8RXE8
AT2G29320	ath:AT2G29320	K08081	tropinone reductase I [EC:1.1.1.206]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00960': 'Tropane, piperidine and pyridine alkaloid biosynthesis', 'ath01100': 'Metabolic pathways'}	Q9ZW15
AT4G02700	ath:AT4G02700	K17471	sulfate transporter 3	(--,--)	O04289
AT5G48390	ath:AT5G48390	No_KO	--	(--,--)	B0M1H3
AT1G35647	No_KEGG	--	--	(--,--)	--
AT2G32670	ath:AT2G32670	K08511	vesicle-associated membrane protein 72	(--,--)	O48850
AT5G22900	ath:AT5G22900	No_KO	--	(--,--)	Q9FFB8
AT5G13910	ath:AT5G13910	K09286	EREBP-like factor	(--,--)	Q9M644
AT5G45095	ath:AT5G45095	No_KO	--	(--,--)	Q8GZ89
AT5G04550	ath:AT5G04550	No_KO	--	(--,--)	Q9LZ71
AT5G01260	ath:AT5G01260	No_KO	--	(--,--)	A0A1P8BC56
AT3G14930	ath:AT3G14930	K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00860': 'Porphyrin and chlorophyll metabolism', 'ath01100': 'Metabolic pathways'}	Q93ZB6
AT3G15620	ath:AT3G15620	K02295	cryptochrome	(--,--)	O48652
AT3G27070	ath:AT3G27070	No_KO	--	(--,--)	P82872
AT3G31920	No_KEGG	--	--	(--,--)	--
AT5G39510	ath:AT5G39510	K08493	vesicle transport through interaction with t-SNAREs 1	{'ath04130': 'SNARE interactions in vesicular transport'}	Q9SEL6
AT3G23790	ath:AT3G23790	K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	{'ath01212': 'Fatty acid metabolism', 'ath00061': 'Fatty acid biosynthesis', 'ath00071': 'Fatty acid degradation', 'ath01100': 'Metabolic pathways', 'ath04146': 'Peroxisome'}	Q9LK39
AT4G14070	ath:AT4G14070	K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	{'ath01212': 'Fatty acid metabolism', 'ath00061': 'Fatty acid biosynthesis', 'ath00071': 'Fatty acid degradation', 'ath01100': 'Metabolic pathways', 'ath04146': 'Peroxisome'}	Q8W471
